article_id,title,sentence,label
64,The crisis in Iraq: Was the rise of ISIL a surprise?,which aimed to foster closer ties between those espousing the ideas of political Islam and the Baath party,assumption
10,"If America wants to make sure it never tortures again, it must choose law over secrecy.",Feinstein is now calling for legislation to strengthen the prohibition against torture,anecdote
203,"Please Australia, don't let abusive boxer Floyd Mayweather in.",America might be stuck with him,assumption
21,Atlanta Fire Chief: I was fired because of my Christian faith.,"""My family was very, very poor,"" Cochran told me",testimony
15,"Are you drinking because you're working long hours, or are you working long hours to justify drinking?",we choose to believe someone is drinking because they work long hours,assumption
84,Ferguson unrest: Make protesters pay for riot damage.,No one seems to be ashamed of anything nowadays,assumption
92,The freedom to take offence.,a critical question must be asked,assumption
145,Lebanon has just done the unthinkable.,"The recent steps however, triggered by political challenges and health risks, signal some early and feeble attempts at a return of the state, or at the very least preserving the semblance of the old order, the shadow of a nation-state, amidst the dark fluidity and chaos surging from there to Kurdistan",assumption
27,"Boko Haram's deadly advance must be stopped, but how?","because it is a lethal fighting force and has children and conscripts to send into the field as terrified, intoxicated and indoctrinated weapons and shields",assumption
129,Islamic terror and Obama White House: Josh Earnest summons ghost of Ron Ziegler.,"one of whose components, Hamas, is a branch of the M-word Brotherhood",assumption
240,The single reason why I celebrate Christmas.,"finding validation of my family's life-changing experience in a well-respected scientific publication makes for a--- well, nice Christmas gift",assumption
135,It used to be rude not to answer the phone. Now you're rude if you do.,I read that his mobile phone had gone off during a cabinet meeting,anecdote
56,CIA interrogations report: New Congress must tackle how to get intelligence right.,Of course Helms knew of many instances when he and others in the Agency had relied on that authority,assumption
73,Simper while you sing. The ghastly Ed Sheeran effect.,"while most of the women in his industry are oversexualised - some because they want to be, others because they are told to",assumption
245,"Stalin, Muhammad and Obama.",It's easy,assumption
151,Madonna's cultural appropriation confirms what a cliche she has become.,or those who think it is just fine to appropriate the symbols of others to give their own tepid existence some edge,assumption
263,This UK antisemitism survey would have shocked my great uncle Alex.,"Wilcox later apologised on Twitter for a ""poorly phrased"" question",anecdote
251,Sydney Hostage Crisis: Australia has lost its innocence.,involving up to 800 police in coordinated raids,anecdote
246,Star Wars stereotypes: Not a force for good.,The teaser trailer hit our screens a full year before the movie itself is scheduled to be released,anecdote
13,Anxious Britain will find no succour in a TV election debate.,His answer was bread and circuses,anecdote
190,Palestine's wasted time at the UN.,"The irony is that in the case of Palestine, a democracy is to blame",assumption
286,Who is a German?,"The poor feel marginalised and not represented.""",testimony
230,Russia is part of the solution and the problem.,Schussel concurred,testimony
135,It used to be rude not to answer the phone. Now you're rude if you do.,Maybe we should learn to live without such reassurance,assumption
28,The big orange shed that holds the key to Britain's economic recovery.,"So Labour sticks to its old solution of public funds, and the Tories offer more market - and, meanwhile, Building Bloqs and other hopes of rebuilding a broken economy fade away",assumption
296,Will the awful power of the word 'slut' defeat feminists' efforts to reclaim it?,we're still being targeted because of our identities and sexualities,assumption
233,Saudi's bold political gambit.,hoping that diplomatic relations would end Syria's policy of granting refuge to former Baathists and supporting the Iraqi insurgency immediately following the 2003 invasion,assumption
46,"Just when the Ched Evans debate couldn't get any lower, up pops Gordon Taylor OBE.",we're not careful,assumption
221,Rejected by your parents? Remember: you are not alone.,for you to develop you had to do so in relationship with them,common-ground
69,Did Coltrane say 'Allah Supreme'?,"This song inspired by Islam - and released in 1980 - would become an international hit heard at ball games and political rallies in the US, and ironically was played by the Reagan administration on February 7, 1981, to welcome home the hostages held by students in the Islamic Republic of Iran",anecdote
21,Atlanta Fire Chief: I was fired because of my Christian faith.,Reed said that he had no knowledge that Cochran was writing a book,testimony
284,Where does your tax money go?,The most profitable companies in the world make demands for such subsidies,assumption
61,Confessions of a teenage shoplifter.,We went after bigger prizes,anecdote
150,Little Hope Was Arson': Why I made a movie about burning churches.,"Far more than buildings, these people had lost their community homes -- places that heard wedding vows recited and last goodbyes whispered at funerals",assumption
254,"Yes, too many of us are in pointless jobs - but don't despair.",as part of a campaign called #bullshitjobs devised by the anarchist magazine Strike!,anecdote
70,"Diversity among police officers is key, but it won't solve the problems with policing.","the more a police department reflects the composition of the local population, the higher the department's reputation among residents",assumption
297,What happens on tour stays on tour': how a week on a young Tory campaign bus might look.,someone lets slip that they know how to buy Twitter followers,anecdote
40,Chaplain punished for sharing his faith in suicide prevention class.,but he also provided a handout with non-religious resources,assumption
172,North Korea: An 'act of war' over a movie?," certain elements in the US government want to see an increase in tensions with North Korea, and maybe even an attempt at ""regime change""",assumption
13,Anxious Britain will find no succour in a TV election debate.,Can I do anything to prevent its happening?,assumption
267,UN marks Human Rights Day by promoting violation of human rights.,UN marks Human Rights Day by promoting violation of human rights.,title
247,State of the Union: Advice for Joni Ernst.,perhaps you're doing it wrong and should try a different approach,assumption
244,Southern Baptist Convention President: The spiritual state of our union.,Spiritual awakening is our greatest need in America today,assumption
126,Iran Sanctions Fight: Three myths no lawmaker should believe.,But their position ignores historical lessons and stands on a number of myths that need to be debunked,assumption
144,Last minute Christmas shopping: Five things to avoid.,"any incremental spending means ""borrowing against the future.""",assumption
286,Who is a German?,Chancellor Angela Merkel strongly criticised PEGIDA and called on Germans not to attend their rallies,anecdote
281,What I wish Obama had said in his State of the Union address.,Give me a break,assumption
116,"If Abbott is serious about tackling terrorism, cutting foreign aid is the worst way to go about it.",a reduction of this size in the foreign aid budget will result in the unnecessary deaths of hundreds across the globe due to reduced access to vital services,assumption
85,Coming soon: Fifty Shades of Ironing.,"Likewise a wholescale rethink of hair and even face, plus radical fitness regime, implemented ASAP",assumption
152,Jim Murphy's mansion-tax boast is a cynical attempt to buy Scottish votes.,"Fortunately the shadow chancellor, Ed Balls, has an open mind on the subject",assumption
234,High School: Islamic vocabulary lesson part of Common Core standards.,you want to look up those standards,assumption
295,I witnessed the Peshawar massacre'.,They are scared,anecdote
134,It's time to adopt an Alcoholics Anonymous approach to world peace.,"eleven, only eleven out of 196 countries are at peace",assumption
247,State of the Union: Advice for Joni Ernst.,And yet the poverty rate remains essentially unchanged,assumption
8,Is Afghanistan ready for the drawdown?,The government could make significant contributions by reducing costs,assumption
273,Why Vladimir Putin should be at the Auschwitz memorial ceremony.,"By talking only of the Polish Catholics who had died there, they hoped that the Poles might focus any anger at their bitter fate entirely against Germany and not against the Soviet Union",assumption
267,UN marks Human Rights Day by promoting violation of human rights.,Never terrorizing,anecdote
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.,"Green told the president,""I don't smoke pot... I think it's bad for my brain... but I'm for legalization.... how do we move forward out of this legal gray-ness?""",testimony
141,Our unkept promise to Afghan women.,"There are accomplished female political leaders, policewomen, judges",assumption
294,Will Putin bite off more than he can chew?,I found him to be very straightforward and trustworthy,testimony
72,Do we really need to cancel Christmas?,"First nativity scenes in public places were under attack, now it's Christmas trees",assumption
182,Obama undermines Hillary Clinton in State of the Union address.,"Voters do not like the president's""go it alone"" program",assumption
214,What the Quran says about the mighty pen.,"The miracle of the Prophet Muhammad is that he knew when to retreat(via Hijra or emigration) to build values of solidarity, peaceful coexistence with all kinds of ""otherness"" (such as in Medina and hostile Arab tribes), create know-how, and voluntarism in faith and membership of community, along with moderation (""wasatiyya"")",assumption
118,Immigration: Congress must reassert its authority and preserve our Constitution.," there's the ""lowest ebb,"" when the president defies Congress",testimony
96,The general election: let's see the party leaders go beyond their scripts.,Voters expect our politicians to articulate our disagreements,assumption
161,"My brain tumour will be removed this week, and I can be thankful.",The news that I didn't have cancer didn't register,anecdote
41,Charlie Hebdo: Are we not allowed to laugh any more?,Their main achievement has been to obliterate this narrative from their own populations,assumption
230,Russia is part of the solution and the problem.,one considers the conflicts in other parts of Russia's neighbourhood,assumption
170,"Nigeria must confront Boko Haram - step forward, Muhammadu Buhari.","At other times he has shrugged off Boko Haram's deadly attacks as little more than the unavoidable localised version of global jihad, implying with his tone and body language that hundreds of citizens getting killed every week is something Nigerians will simply have to get used to",assumption
260,Turkey's red line.,"Cumhuriyet, a leading daily newspaper of the old guard founded in 1924, has always been a symbol of Kemalism since the beginning",assumption
250,Sustaining Iran's regional ambitions at all costs.,They are less likely to tolerate such a situation if their sacrifices at home are paying for long-term military ventures abroad from which they see little tangible benefit,assumption
214,What the Quran says about the mighty pen.,"Lands where scholars of Islam underwrite political power at the expense of freedom of speech and a rational interpreting of the Quran that delivers Muslims from the yoke of oppression that is consuming Muslim youth and pleads the case of social justice, freedom of thought and tolerance",assumption
216,Rape culture on campus: The silence of men.,I find this hard to believe,assumption
33,Cameron would rather look 'frit' than face a bashing from Farage.,unless the Greens are there too,assumption
221,Rejected by your parents? Remember: you are not alone.,this is probably the result of trauma: either their own trauma or transgenerational trauma- trauma passed on to them by their parents,assumption
47,We are breaking promises to our children.,"The famous novelist JK Rowling, leader of a charity helping 25 million orphans, recently asked;""Who is easier to silence than a child?""",testimony
233,Saudi's bold political gambit.,The new politicians in Iraq had to urge various Arab states and organisations to reopen their embassies in Baghdad in order to bestow some regional legitimacy upon a nascent Iraqi government,anecdote
227,Russia's next acquisition.,Many Javakheti Armenians do not have Georgian citizenship,anecdote
9,"After Charlie Hebdo attack, the real war.","2 Timothy 4:7 states:""I have fought the good fight, I have finished the race, I have kept the faith.""",testimony
33,Cameron would rather look 'frit' than face a bashing from Farage.,"the broadcasters find the nerve to go ahead anyway, which is a punt in itself",assumption
89,Forget the GST on food. Abbott needs to present a new 'grand bargain' to the nation.,The problem with applying the GST to fresh food is that poor people would be paying GST on fresh food,assumption
59,CIA torture report: Debunking the myths.,It should lead no doubt to the reader that the programme was as wrong as it was useless,assumption
128,Islamic civilisation is in Europe's DNA.,society must steer clear of stigmatising Europe's already marginalised and distrusted Muslim communities,assumption
138,"If je ne suis pas Charlie, am I a bad person? Nuance gets lost in groupthink.",we still feel inadequate,assumption
260,Turkey's red line.,"According to Zaman daily columnist Ali Unal, criticising Gulen is tantamount to infidelity and polytheism",testimony
24,Bedblocking' - the result of social care policy that puts profits ahead of people.,It doesn't help that there's so much sentimentality around the issue,assumption
76,Eight ways to kill your enemies with kindness.,"Take Murphy, for example, forever associated with the idea that anything that can go wrong, will go wrong",anecdote
242,"Sony, North Korea and 'The Interview': When lack of principle meets personal cowardice.",Kim didn't even have to come to Hollywood to kill the film,assumption
157,Military courts and terrorists heroes.,"it is one that can and should have been solved by providing protection to adjudicators, witnesses and other parties instead of rendering civilian courts altogether irrelevant",assumption
92,The freedom to take offence.,but Muslims are free to be offended by what is published,assumption
130,I survived the Bhopal gas tragedy.,"my sister was forced by the crowd, and couldn't wait any longer for my brother Sunil to come back",anecdote
163,NATO's nuclear relapse.,"I walk back across the fields, I frighten a herd of deer that scramble into the bushes",anecdote
122,The Indian government won't stop my fight to save Mahan's forests.,I don't have one,anecdote
7,Afghanistan conference won't rock the boat.,Afghanistan conference won't rock the boat.,title
246,Star Wars stereotypes: Not a force for good.,"Disney itself has long kept its 1946 feature ""Song of the South"" practically under lock and key lest its dated, racist version of post-slavery American south influence today's children",anecdote
45,Charlie Hebdo: 'Us or them'.,"We - not just Muslim society, but our societies - are accountable",assumption
263,This UK antisemitism survey would have shocked my great uncle Alex.,You know what those Jews are like,assumption
48,Children in our towns and cities are being robbed of safe spaces to play.,Other shared spaces on the estate have the charming ambience of a prison yard,assumption
280,What is not being reported in Azerbaijan.,"Together with her colleague 'friends' she puts on anti-Azerbaijani shows, makes absurd statements, openly demonstrates destructive attitude towards well-known members of the Azerbaijani community, and spreads insulting lies",testimony
29,Our 'impartial' broadcasters have become mouthpieces of the elite.,Corporate critics are shut out of its business coverage - and almost all the rest,assumption
92,The freedom to take offence.,We are in agreement that the terrorists claimed to act on behalf of Islam,assumption
87,Five ways Obama could make Castro pay Cuba's $6 billion debt to Americans.,what remains of the stolen property?,assumption
118,Immigration: Congress must reassert its authority and preserve our Constitution.,impatient presidents may not violate the Constitution if they don't get their way,common-ground
282,Where Afghan law fails women.,"Instead of supporting EVAW, many female MPs stood silent during the parliamentary debates on the bill",anecdote
70,"Diversity among police officers is key, but it won't solve the problems with policing.",The same study found that very few blacks and Hispanics (only 5%) want most officers who work in their neighborhoods to be exclusively of the same race as the residents,statistics
282,Where Afghan law fails women.,the Constitution also requires such decrees to be forwarded to parliament for approval,common-ground
220,The real threat to the Indian state.,But security forces warned him that Maoists were capable of bringing down his helicopter!,anecdote
211,Putin and Ukraine: Expect more brutal aggression from Russia's desperate leader.,"Then came war in Ukraine -- aggression by proxy or, last fall, by uniformed Russian troops",assumption
98,Germany: a beacon and a force for good in Europe.,"Its mission is to try to hold Europe together, keeping at bay the temptations of Islamophobia, nativism, political extremism and protectionism",assumption
165,Try my new NHS helpline. You've nothing to lose but the will to live...," nice music, eh?",assumption
294,Will Putin bite off more than he can chew?,Only time will tell,assumption
21,Atlanta Fire Chief: I was fired because of my Christian faith.,"""I love the fire services. It's a childhood dream come true.""",testimony
296,Will the awful power of the word 'slut' defeat feminists' efforts to reclaim it?,"But women everywhere are still being actively, physically hurt by the stereotypes that lead people to call them ""sluts""",assumption
239,Sia's video: let's be wary of seeing paedophilia everywhere.,"I go pretty low with television, lower than is dignified",assumption
278,What freedom of speech?,"it was free speech, which is a gift from the state",assumption
144,Last minute Christmas shopping: Five things to avoid.,you're pressed for time,assumption
150,Little Hope Was Arson': Why I made a movie about burning churches.,I was there to prove that God didn't exist,anecdote
162,"Inside the National Gallery, a portrait of modern inequality.",Some have worked there for 40 years,assumption
80,The fantasy of an Iran-US partnership.,there was(as most non-Americans expected) little coverage of this stunning admission in the US mainstream media,anecdote
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.," news junkies are watching less""Meet the Press.""",assumption
131,It's going to get worse for French Muslims.,"In March 2006, Val signed ""The Twelve's Manifesto: Together Against the New Totalitarianism"" published in the weekly magazine L'Express, by Bernard-Henri Levy, Caroline Fourest, and Antoine Sfeir",anecdote
209,Privatising Mexico's oil industry spells disaster.,"These have been linked to Mexican politicians and US and Mexican private companies selling illegal Mexican oil to the markets in Canada, Mexico and the US, with the complicity of the Mexican armed forces supposedly responsible for protecting the PEMEX infrastructure",assumption
292,The widening war in the Middle East.,"Following the attacks, Syria responded with bombastic rhetoric over what it would do in the face of the strikes",assumption
209,Privatising Mexico's oil industry spells disaster.,One cannot expect this armed conflict scenario to just go away after privatisation,assumption
64,The crisis in Iraq: Was the rise of ISIL a surprise?,"which Saddam described as ""the mother of all battles"" against the United States and its allies",anecdote
259,Treating Africans with an untested Ebola drug.,"The men were deceived into thinking that they were being treated for ""bad blood""",anecdote
133,"It's the patriotism, stupid. What liberal critics don't get about American Sniper.",As much as the left would like you to believe it,assumption
68,Defusing Taliban publicity., terrorist messages have traumatised societies and increased militant recruitment around the world,assumption
73,Simper while you sing. The ghastly Ed Sheeran effect.,"I'm not sure if she's into ""vintage ASOS"", huge flower prints or suspicious stains",other
214,What the Quran says about the mighty pen.,Islam never began with jihad (a holy war),assumption
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.,the Obama White House is completely incompetent and weak,assumption
79,Expert: Blacks trust police more than whites do.,again they are still more likely to report them,statistics
107,The Guardian view on talks between Angela Merkel and David Cameron.,"A more fundamental problem, in terms of the dynamics of the union, is how to prop up the old partnership with France",assumption
198,Paris: Why Obama's presence Sunday would have been height of hypocrisy.,probably taking orders from Attorney General Holder,assumption
16,Argentina's Debt Crisis: Country turns to UN to avoid accountability.,"By 2012, it had fallen to 55th",statistics
286,Who is a German?, there is a striking similarity between the anti- Islamisation positions of Geert Wilders and PEGIDA,assumption
89,Forget the GST on food. Abbott needs to present a new 'grand bargain' to the nation.,"Right now, it is just code for punishing the poor and protecting the rich",assumption
275,"Welcome 2015: It may be two steps forward, one step back, but here's what matters.",Happy New Year!,other
221,Rejected by your parents? Remember: you are not alone.,there is usually someone out there who can understand to some extent how you feel,assumption
87,Five ways Obama could make Castro pay Cuba's $6 billion debt to Americans.,"But he is, in truth, a thief",assumption
214,What the Quran says about the mighty pen.,"""Who taught by the pen. Taught mankind that which he knew not""(96:4-5)",testimony
296,Will the awful power of the word 'slut' defeat feminists' efforts to reclaim it?,Bikini Kill frontwoman and Riot Grrrl icon Kathleen Hanna scrawled the word SLUT across her stomach,anecdote
34,Obama and Cameron's 'solutions' for cybersecurity will make the internet worse.,UK even recommend citizens use encryption to protect their data on a government website,testimony
12,Another climate change summit: Don't give up.,One hundred percent of new power capacity added in the United States in August was renewable,statistics
21,Atlanta Fire Chief: I was fired because of my Christian faith.,The mayor went on to inform the public that Cochran had been suspended without pay and was ordered to complete a sensitivity training class,anecdote
51,Christians rally to defend fire chief who wrote 'anti-gay' book.,Kelvin Cochran is a decorated firefighter,assumption
222,Religious Freedom Day 2015: What our Founders understood about freedom of faith.,The Founders understood that there is a direct connection between the prosperity and health of a nation and its respect for human rights and religious freedom,assumption
231,Saluting the silent heroes of the US Navy's submarine force.,"In our short time on board USS HAMPTON, we witnessed Reifsteck's uncanny ability to both motivate and prepare his sailors for any obstacle before them",assumption
10,"If America wants to make sure it never tortures again, it must choose law over secrecy.",And we know that every last civil suit brought by CIA torture victims has been dismissed on national security grounds,assumption
197,Paris terror attack: Journalism is under fire.,"whose book""Submission"" forecasts a France run by Muslims and where polygamy is practiced",anecdote
155,The Marshall Islands' latest nuclear test.,"As Greenpeace notes, one of these tests involved a bomb 1,000 times more powerful than the one dropped on Hiroshima in 1945",testimony
203,"Please Australia, don't let abusive boxer Floyd Mayweather in.",We'll be fine without you,assumption
165,Try my new NHS helpline. You've nothing to lose but the will to live...,If answer is no,other
194,The Paris attackers hijacked Islam but there is no war between Islam and the west.,But they are wrong to do so,assumption
14,A re-elected LNP without Campbell Newman: could this be the election that returns Queensland to normality?,The LNP opposition increased their seats from 34 to 78,anecdote
58,"Punishment, not apology after CIA torture report.","As Feinstein explained in an interview with the Los Angeles Times at the weekend,""We have to get this report out. Anybody who reads this is going to never let this happen again.""",testimony
234,High School: Islamic vocabulary lesson part of Common Core standards.,"""It's very shocking,"" she said",testimony
87,Five ways Obama could make Castro pay Cuba's $6 billion debt to Americans.,Thousands pursued legal recourse and sought reparations under indemnification programs established by Congress,anecdote
37,The push for a global audience could be a catastrophe for British sitcoms.,The export market is important,assumption
294,Will Putin bite off more than he can chew?,which is Ukraine's second largest city,common-ground
75,EEOC: School wrong to fire teacher who gave Bible to student.,Sasser said he hopes the school district will reinstate Tutka,testimony
104,The Guardian view on counter-terror cooperation: walking the line.,"Others are run by despots or by military juntas, as in Egypt, or have been caught in a spiral of anarchy, as in Libya",assumption
31,A bully in Harvard Yard: What professor's $4 food fight tells us.,the website also published the unbelievable litany of Edelman's intimidating and condescending emails to Duan,anecdote
250,Sustaining Iran's regional ambitions at all costs.," the new budget might not be ""cautious"" enough",assumption
275,"Welcome 2015: It may be two steps forward, one step back, but here's what matters.", I've been enjoying them more and micromanaging them less (one step forward),anecdote
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.,"The president didn't miss the moment either and said of ObamaCare,""We had some bad hiccups initially... but the website works really well now.""",testimony
159,Mosul - a city on death row.,"A rejuvenated Iraqi army that has put competency, sectarian and ""ghost soldiers"" issues aside is estimated to need some 80,000 troops to ""take"" the city",assumption
18,Armenia can't count on Russia any more.,Although this tragedy has prompted a new challenge to Armenian-Russian relations,assumption
69,Did Coltrane say 'Allah Supreme'?,"his drummer Rashied Ali was Muslim, as was his pianist McCoy Tyner (Suleiman Saud), and saxophonist Lateef",anecdote
150,Little Hope Was Arson': Why I made a movie about burning churches.,"When a church burns does it simply illuminate the night, or through its destruction will the world see the Gospel shine?",assumption
258,The trap of insecurity: Extrajudicial killings in Kenya.,"The police command instead of seeing the unit's trigger-happy attitude as dangerous, celebrated it as the only ""medicine"" with which to treat spiralling crime",assumption
17,Argentina: Growth at what price?,The Mapuche indigenous communities living nearby oppose the development,anecdote
54,"CIA interrogation report: Democrats want to punish America, blame Bush.",A decade later we're suddenly castigating them for it,assumption
199,Peace on Earth?,"""Oh, yes I can,"" my friend said.""This is Jesus and he can do whatever he wants to do.""",anecdote
59,CIA torture report: Debunking the myths.,Its stated purpose was to solicit actionable intelligence that might save American lives,assumption
268,Why Washington should fear the silence of the anti-war movement.,"By February 15, national protest turnout hit 2 million",statistics
171,Nigeria's old impeachment games.,"In August 2002, when the nation was preparing for the 2003 general elections, the National Assembly waved the impeachment flag against the then President Obasanjo",anecdote
163,NATO's nuclear relapse.,the US administration is pouring $1trn into the future of its nuclear weapons systems,anecdote
197,Paris terror attack: Journalism is under fire.,singling out a media enterprise -- especially one that has dared to poke fun at Islam-- the terrorists are sending an even louder message,assumption
44,Charlie Hebdo and western liberalism.,"French Prime Minister Manuel Valls commented on the state's robust record of prosecuting artists saying:""Faced with this creativity of hate, should we do nothing? Certainly not.""",testimony
294,Will Putin bite off more than he can chew?, Russia could be forced into creating a land bridge to Crimea,assumption
290,Why most Americans oppose more gun control.,Gallup and CNN polls tell a similar story,statistics
280,What is not being reported in Azerbaijan.,The offices of all three were raided in August and sealed shut with IREX leaving the country shortly after,anecdote
73,Simper while you sing. The ghastly Ed Sheeran effect.,"The focus will now be on future versions of Glass, with the company feeling that the project ""allowed us to learn what's important to consumers and enterprises alike""",testimony
262,Chances of a TV election debate? Choose between zilch and nada.,The broadcasters could redraft their proposal to include Natalie Bennett in one of the debates,assumption
36,Can solar power replace oil in the Middle East?,While some of these countries can afford to swallow current oil prices for now,assumption
43,Why Charlie Hebdo attack is not about Islam.,"In Algeria, the petroleum-rich FLN state - known as ""the pouvoir"" because of its all-pervasive power - went so far as to launch a brutal internal war that claimed 100,000 lives in the 1990s with the direct support of the West, all to preserve its absolute grip on power",assumption
138,"If je ne suis pas Charlie, am I a bad person? Nuance gets lost in groupthink.",We can feel less impotent,assumption
217,The readers' editor on... mistakes made in an article about Amal Clooney and the 'al-Jazeera three' jailed in Egypt.,a correction was published online that evening and in print on Tuesday 6 January,anecdote
102,Guantanamo's shameful 13th year.,"What is done now will start to ensure that torture - or ""Enhanced Interrogation Techniques"" - are never used by the US or other military and intelligence personnel in situations of conflict",assumption
103,The Guardian view on Circle and Hinchingbrooke: a failure that casts a shadow over the whole Tory agenda.,"Now Circle is pulling out, less than a third of the way through a 10-year contract, reportedly? 7m poorer and with a stock price that has taken a double-digit hit in the past 24 hours, surely confirmation that privatisation delivers no magical solution",assumption
191,The Paris attacks and the failure of the republic.,These conditions result in social marginalisation and promote delinquency,assumption
164,"New Congress: My fellow Republicans, here's your chance to prove you can lead.","History tells us that when we focus on the issues that really matter-- such as low taxes, getting our debt and deficit under control, limited government, returning power to the states and a strong and muscular national defense-- the American people are with us",assumption
264,Ukraine: The opportunity of war.,Not a single government in the past dared to kill the chicken that was laying golden eggs,assumption
135,It used to be rude not to answer the phone. Now you're rude if you do.,it's not you who's been rude,assumption
166,"New Year's Resolution for the VA: Lose the 'ICARE' pin, embrace real reform.","As one of VA Secretary Bob McDonald's first orders of business, the ICARE pins were intended to signal a renewed commitment to service and honesty at the troubled VA",assumption
243,Sony scraps 'The Interview': Dark day for America when we cave over silly Seth Rogen comedy.,Mifune beams with pride after destroying the Ferris wheel at the Santa Monica pier,anecdote
246,Star Wars stereotypes: Not a force for good.," narratives are outside the control of a host country, even when they choose not to host",assumption
73,Simper while you sing. The ghastly Ed Sheeran effect.,I would tell them not to be bitter,assumption
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.," one YouTube host informed the president that during the State of the Union address, the most Googled question in America was""How old is Obama?""",anecdote
255,"Torture is a crime, time to end the impunity.","He was subjected to a range of torture methods, including being waterboarded multiple times",anecdote
104,The Guardian view on counter-terror cooperation: walking the line.,"Only one country, Tunisia, can claim to have reached some form of stable democracy in the wake of the Arab spring",assumption
160,Muslims in the news only when they're behind the gun.,"focusing on the heroics of Merabat, instead of the evil of the three terrorists, asserts - and inserts - a competing narrative that France's Muslims are everyday citizens",assumption
293,Will Congress give Alibaba a green light to crush America's small businesses?,No need to,assumption
145,Lebanon has just done the unthinkable.,"while the Lebanese kept on doing what they do best, make money and enjoy life, living for today and certainly not tomorrow",assumption
45,Charlie Hebdo: 'Us or them'.,"And here is the trouble with the backlash that has already begun, and the demands that have being made in the name of ""solidarity""",assumption
208,"President Obama, here's how you build a legacy.","I said,""Mr  President, it will all be worthwhile. History will be very kind to you someday.""",anecdote
129,Islamic terror and Obama White House: Josh Earnest summons ghost of Ron Ziegler.,"Like Freddo, Obama can be bullied into silence and appeased by insincere apologies",assumption
284,Where does your tax money go?,"To many people overseas, the United States government is viewed as an aggressive empire of military bases, drones, and special forces that transcend national borders",assumption
197,Paris terror attack: Journalism is under fire.,satire can sting as sharply as any media commentary -- especially when it comes to the sensitive subject of religion,assumption
7,Afghanistan conference won't rock the boat.,they conceal a lack of attention to quality,assumption
249,Student arrested after teacher takes smartphone: Do our devices own us?,"I would argue that the phones absorb and record our thoughts and intentions so dramatically that we become unconsciously convinced they are ""parts of us.""",assumption
109,"The hapless, harmless Palestinian leader?",Abbas himself was an architect of the disastrous Oslo Accords,anecdote
217,The readers' editor on... mistakes made in an article about Amal Clooney and the 'al-Jazeera three' jailed in Egypt.,On Friday 2 January 2015 the Guardian published online an interview with Amal Clooney,anecdote
79,Expert: Blacks trust police more than whites do.,"By contrast, only 37 percent of whites agreed",statistics
190,Palestine's wasted time at the UN.,Not only have the Americans consistently scuppered any resolution that places even the slightest criticism or pressure on Israel,assumption
199,Peace on Earth?,It becomes a disconnect between what I believe and what I do,assumption
299,#YouTubeAsksObama: GOP desperately needs a 'Glozell' moment.,then asked a question about Cuba because many of her Cuban friends have concerns over Obama's new friendship with Castro,anecdote
75,EEOC: School wrong to fire teacher who gave Bible to student.,The Phillipsburg School District should rehire Walt,assumption
127,Iran talks: Moving beyond 'worn out' policies.,"""We must not jeopardise the chance"" to get a verifiable deal with Iran",testimony
72,Do we really need to cancel Christmas?,"when we serve and give to others, we teach our kids what Jesus said in Matthew 25:40",assumption
266,United States polarising - inequality and injustice escalating.,"Protests in the wake of the police killing of Michael Brown in Ferguson, MO, and uprisings throughout the US and the world following the grand jury's refusal to indict police officer Daren Wilson express a new wave of resistance and struggle against centuries old injustices of poverty, racial oppression, and state violence",assumption
123,The internet is fertile ground for the mosaic of allegiances out of which teens build identity.,But there can also be pitfalls,assumption
242,"Sony, North Korea and 'The Interview': When lack of principle meets personal cowardice.","""The Interview"" will not be coming to a Cineplex near you on Christmas Day",assumption
104,The Guardian view on counter-terror cooperation: walking the line.,- as the recent flogging of a Saudi blogger has illustrated,anecdote
230,Russia is part of the solution and the problem.,"But in international relations, a state's ""volition"" is so often shaped and determined by perceived threats",assumption
295,I witnessed the Peshawar massacre'.,Everything happened very fast,anecdote
13,Anxious Britain will find no succour in a TV election debate.,You can't control the world,assumption
163,NATO's nuclear relapse., there is more to this than just an identity crisis,assumption
155,The Marshall Islands' latest nuclear test.,"The Marshall Islands - a country of about 70,000 people located in the Pacific Ocean - is taking the world's nine nuclear powers to court for allegedly violating international obligations to work towards nuclear disarmament",anecdote
259,Treating Africans with an untested Ebola drug.,"Unlike the Tuskegee study, however, patients in Guatemala were eventually inoculated with penicillin",anecdote
182,Obama undermines Hillary Clinton in State of the Union address.,"They believe in growth, in optimism, in everyone getting ahead",assumption
94,From Guantanamo to Montevideo and on to Havana.,Back in 2009 the late Hugo Chavez hinted at the possibility of accepting Guantanamo detainees in Venezuela and at raising the issue of Cuba's isoluation,anecdote
136,I was radicalised by a neo-Nazi group. It could just have easily been Isis.,He regularly turned up at whatever suburban park or abandoned house we found ourselves in,anecdote
98,Germany: a beacon and a force for good in Europe.,"For Germany, it is the only way to conceive of the future, and create a peaceful and productive Europe",assumption
197,Paris terror attack: Journalism is under fire.,And the last tweet posted by the magazine was a mocking spoof of ISIS leader Abu Bakr al-Baghdadi,anecdote
